id,log_lsun,log_lsun_u,t_exp,t_exp_u,v_start,v_start_u,X,X_u,Z,Z_u,n,n_u
35,8.2880433602293,0.537801866794056,14.162730889104104,0.2583846420231342,5824.916165295673,0.160654403782623,0.7622517839922068,0.7075059466406896,0.0199761209320325,0.3934569885259095,10.111167810764517,0.5555839053822575
40,7.518709473236674,0.1103941517981521,15.26875896789645,0.5041686595325441,6783.469657688628,0.8453354697775913,0.5586555765251694,0.0288519217505645,0.0273348261166379,0.5421176993260187,9.996136336995718,0.498068168497859
41,7.933251303643937,0.3406951686910761,14.625351001397096,0.3611891114215769,6137.52917738217,0.3839494124158359,0.7504500698887557,0.6681668996291856,0.0399917834858042,0.7978138077940254,10.424481325999546,0.7122406629997732
42,8.738812618461125,0.7882292324784035,15.62438893982393,0.5831975421830958,6609.66947569353,0.721192482638236,0.5782109966436828,0.0940366554789424,0.0134411982076754,0.2614383476298073,9.002249833858198,0.0011249169290985
43,7.908500419139003,0.3269446772994462,14.325318392189454,0.294515198264323,6044.520185210844,0.3175144180077459,0.5761645036799966,0.0872150122666552,0.0372392514020344,0.7422070990309985,10.710802276815873,0.8554011384079361
44,8.22034743584161,0.5001930199120055,15.703409284613643,0.6007576188030324,6885.931353970505,0.918522395693218,0.7708721845850365,0.736240615283455,0.002749502626523,0.0454444975055164,9.302370668814758,0.151185334407379
46,9.0191977196692,0.9439987331495562,14.710194988706013,0.3800433308235582,5823.551391445834,0.1596795653184533,0.8185492505327683,0.8951641684425607,0.0010945697122013,0.012011509337401,10.467425074485288,0.7337125372426435
48,8.43471916728878,0.6192884262715445,14.5936955719795,0.354154571551,5741.296942136227,0.100926387240162,0.7369895698617457,0.6232985662058189,0.0338680107480593,0.6741012272335212,9.188757700710577,0.0943788503552884
50,7.367459005115839,0.026366113953244,17.361549200271888,0.969233155615975,6328.428112773081,0.5203057948379153,0.6866285564147462,0.4554285213824871,0.0404840023094917,0.8077576224139753,10.43629680585514,0.7181484029275704
51,7.52871332773754,0.1159518487430775,15.826133279658688,0.6280296177019308,5952.27228576588,0.2516230612613429,0.8022676197710178,0.8408920659033927,0.0309937261229749,0.6160348711712107,10.953132510238062,0.9765662551190312
52,7.598835500805992,0.1549086115588844,15.279777098299483,0.5066171329554412,6776.276276524112,0.840197340374366,0.6195236496810397,0.2317454989367988,0.0471654256399311,0.9427358715137614,10.10560371750858,0.5528018587542893
53,8.665139683917545,0.7472998243986361,13.90342995371016,0.2007622119355913,5952.709734052174,0.2519355243229817,0.6556352567665642,0.3521175225552139,0.0126467500012147,0.2453888889134285,9.97869064646394,0.4893453232319696
54,8.067886174702883,0.4154923192793793,15.57564020592272,0.5723644902050489,6059.600305247588,0.3282859323197057,0.7474147663503921,0.6580492211679737,0.0207762993838207,0.4096222097741568,9.787391687218449,0.3936958436092239
60,8.684954584245272,0.7583081023584849,14.98767571719754,0.4417057149327864,6247.920078469932,0.4628000560499514,0.5533983041331226,0.0113276804437419,0.048645436172061,0.9726350741830512,10.502682104673116,0.7513410523365585
61,7.990491758363714,0.3724954213131745,13.494149420311365,0.1098109822914138,6135.615207283633,0.382582290916881,0.5862633449328577,0.1208778164428588,0.0149797004146908,0.2925192002967843,9.645547552504702,0.322773776252351
62,8.676129005014316,0.7534050027857314,16.86979320393123,0.8599540453180511,5718.608721642955,0.0847205154592533,0.6409128370230126,0.3030427900767086,0.0057503292788004,0.1060672581575857,10.952232785970509,0.976116392985254
63,8.220231944734078,0.5001288581855986,15.756613498274136,0.612580777394252,5896.477140771929,0.2117693862656636,0.8206115201965496,0.9020384006551656,0.0340389635720012,0.6775548196363896,10.183115009795458,0.5915575048977287
64,8.452931498149741,0.6294063878609673,15.85337233145574,0.6340827403234981,6859.120397960332,0.8993717128288087,0.6223649488746892,0.2412164962489638,0.0100388730752716,0.1927045065711451,9.114836735558214,0.0574183677791068
66,9.076966085298263,0.9760922696101472,14.523821562297483,0.338627013843885,5860.322199583701,0.1859444282740724,0.7427463790500572,0.6424879301668575,0.0117879368627482,0.2280391285403691,10.91772190148691,0.9588609507434552
70,7.952642980402485,0.3514683224458254,14.434737434192824,0.3188305409317385,6219.265573670862,0.4423325526220441,0.7735437555688425,0.7451458518961417,0.0284976361640414,0.5656088113947757,10.547710977530617,0.7738554887653075
71,8.645646792188163,0.7364704401045358,13.37158838516493,0.0825751967033179,6703.441942055693,0.7881728157540663,0.6239219270898145,0.2464064236327151,0.024767586068427,0.4902542640086267,10.626105365596668,0.8130526827983345
72,8.273743642649702,0.529857579249835,15.639595088875868,0.5865766864168591,6382.604259204082,0.5590030422886298,0.596482814417911,0.1549427147263697,0.0303963988536843,0.603967653609784,9.811334157001143,0.4056670785005721
73,8.789482971289585,0.816379428494214,16.616127818684824,0.8035839597077385,5962.263072299612,0.2587593373568658,0.6724387795656699,0.4081292652188997,0.0058549436954063,0.1081806807152798,10.281859413178855,0.6409297065894282
74,8.994415719850284,0.9302309554723802,16.785103224607642,0.8411340499128094,6376.067101288525,0.5543336437775179,0.8283933415955398,0.9279778053184662,0.0298426616703312,0.5927810438450747,9.928510645754352,0.4642553228771761
80,7.338883096953682,0.0104906094187117,17.306162387705605,0.9569249750456902,6560.11602854833,0.6857971632488072,0.6576480567999531,0.3588268559998435,0.0204549068340404,0.4031294309907171,10.89939891198854,0.9496994559942707
81,7.696835227817585,0.209352904343103,15.054170438944386,0.4564823197654191,6021.192259793002,0.3008516141378587,0.6479308568843027,0.3264361896143424,0.048136002922509,0.9623434933840208,9.119366048958456,0.0596830244792279
82,9.057835336942494,0.9654640760791638,15.396062738540367,0.5324583863423037,6004.12703583542,0.2886621684538708,0.753293608009105,0.67764536003035,0.0034347904385333,0.0592886957279455,9.995716025892134,0.4978580129460676
83,8.244394599277593,0.5135525551542183,17.41014361207985,0.9800319137955226,6814.2763342760845,0.867340238768632,0.5829747109803267,0.1099157032677554,0.0330886267149821,0.6583560952521643,9.84256770478487,0.4212838523924349
84,7.430035142638094,0.0611306347989414,13.710355505772393,0.1578567790605317,6936.493617729658,0.9546382983783268,0.6712044987928286,0.4040149959760953,0.0235558113672205,0.4657739670145563,9.428070125082,0.2140350625409995
86,8.761351613976782,0.8007508966537681,14.387833117129537,0.3084073593621192,5958.958770935453,0.2563991220967517,0.7518262632838424,0.6727542109461413,0.0247479138072726,0.489856844591367,10.318795156636444,0.6593975783182218
90,7.591302664604745,0.1507237025581919,15.83360456225473,0.6296899027232733,6904.857693237056,0.93204120945504,0.6512838120788823,0.3376127069296076,0.0364278594896169,0.7258153432245839,10.815281726806752,0.907640863403376
91,8.869418045405627,0.8607878030031269,13.124441696268343,0.0276537102818539,6187.82979889969,0.4198784277854929,0.844559967556068,0.9818665585202264,0.0151220030529147,0.295394001068985,10.547432287306284,0.7737161436531425
92,7.378572835680318,0.0325404642668433,16.912557356270685,0.8694571902823747,6334.054930391142,0.5243249502793871,0.8374968635194,0.9583228783980002,0.029571765534366,0.5873083946336571,9.355619540740742,0.1778097703703711
93,8.214648508393372,0.4970269491074289,15.166387171226,0.4814193713835553,6869.382130445241,0.906701521746601,0.5925894487083939,0.1419648290279794,0.0284597626766761,0.5648436904379025,9.21312629773466,0.1065631488673305
94,9.057813460047145,0.9654519222484133,14.278317509691488,0.2840705577092193,6329.374965526957,0.5209821182335405,0.6067420390519256,0.1891401301730852,0.0050376137225104,0.0916689640911201,10.256300621827355,0.628150310913679
98,9.078513492518638,0.976951940288133,16.209351693148797,0.713189265144177,5687.482604600501,0.0624875747146435,0.8446999521398149,0.982333173799383,0.0145841229114597,0.2845277355850449,9.680915229193982,0.340457614596991
100,7.654217332521135,0.1856762958450752,14.555658758013369,0.3457019462251931,5881.166892779541,0.2008334948425288,0.784630990184322,0.7821033006144067,0.0382745311441403,0.7631218412957647,9.30622143863858,0.1531107193192906
101,8.87152155955875,0.8619564219770841,13.47253215341404,0.10500714520312,5900.643536612186,0.2147453832944184,0.8433037802345875,0.977679267448625,0.030190031380445,0.5997986137463645,10.026305506838542,0.513152753419271
102,8.838693770555773,0.843718761419874,17.174060274147745,0.9275689498106098,5984.979970362401,0.2749856931160011,0.6521046769216743,0.3403489230722474,0.0239515654199765,0.4737689983833637,9.16888948605582,0.0844447430279107
103,8.533621011422433,0.6742338952346855,14.164375327849145,0.2587500728553652,6752.167150553479,0.8229765361096275,0.6098895257270798,0.1996317524235992,0.0296809202535769,0.5895135404763026,9.86487846766971,0.4324392338348554
104,9.040350755062429,0.9557504194791276,15.680900415170305,0.5957556478156226,5727.085344375935,0.0907752459828105,0.5737788693842302,0.0792628979474338,0.0464865501082842,0.9290212143087736,9.22057727576198,0.1102886378809904
106,8.416998805610845,0.6094437808949138,13.25392826652913,0.0564285036731398,5835.568574442823,0.1682632674591592,0.6196240038252281,0.2320800127507603,0.0332565295187442,0.6617480710857424,10.470491396206636,0.7352456981033173
110,8.739197441693475,0.7884430231630425,16.274361322187957,0.7276358493751017,6113.4346531617375,0.3667390379726699,0.7542046035238064,0.6806820117460213,0.0282126471623399,0.5598514578250497,9.172771323819418,0.0863856619097087
111,8.226920194479918,0.5038445524888433,13.57602245711759,0.1280049904705754,5917.112979717489,0.2265092712267775,0.7581765867235799,0.6939219557452664,0.0187140090596326,0.3679597789824773,10.939508337158452,0.969754168579226
112,7.637691685312075,0.1764953807289302,17.404201262232643,0.9787113916072544,5719.925016988765,0.085660726420546,0.5838764901575395,0.1129216338584648,0.0270154814296376,0.5356662915078306,10.601312799397508,0.8006563996987539
113,8.743769180546156,0.790982878081198,14.098268585395765,0.2440596856435031,6418.48761788707,0.5846340127764783,0.619795774540874,0.232652581802913,0.0042037753199853,0.0748237438380888,9.13503620567811,0.0675181028390555
114,8.382083157022597,0.5900461983458878,14.662134240234028,0.3693631644964508,5975.4251301348,0.2681608072391431,0.7232385893545897,0.5774619645152991,0.0412789208708294,0.8238165832490802,9.882907773496562,0.4414538867482814
115,8.647708810399411,0.7376160057774508,14.921210104733252,0.4269355788296117,5793.509729561651,0.1382212354011792,0.6425870898377026,0.3086236327923419,0.0338497483818743,0.6737322905429168,10.599023361690591,0.7995116808452968
116,8.155824274895243,0.4643468193862469,14.79845449451701,0.3996565543371135,5820.467489897117,0.1574767784979405,0.7031925265483527,0.5106417551611757,0.0455560643025152,0.9102235212629344,10.006925205211926,0.5034626026059635
120,7.7276974263371505,0.2264985701873059,16.267808758413082,0.7261797240917957,6275.133621340958,0.4822383009578269,0.6902268438486852,0.4674228128289505,0.0396086217382753,0.7900731664298045,9.478378624502051,0.2391893122510262
121,8.969562575956452,0.916423653309141,14.584451342814504,0.3521002984032234,5815.023593761622,0.1535882812583014,0.5774526223390235,0.0915087411300783,0.0023858043896486,0.0380970583767404,9.89650737774425,0.4482536888721248
122,7.764296160213628,0.2468312001186821,16.59578596929954,0.7990635487332316,5898.614728666227,0.2132962347615907,0.6200969569448558,0.2336565231495192,0.005144285756962,0.093823954686101,10.214067639681245,0.6070338198406214
123,8.049468782692072,0.4052604348289294,15.796625979565098,0.6214724399033552,6289.144450490309,0.4922460360645067,0.800409538636194,0.8346984621206467,0.0478186569005585,0.9559324626375468,10.087667574411824,0.5438337872059111
124,9.07430473510225,0.9746137417234731,14.885846498142184,0.419076999587152,5679.679177440824,0.0569136981720168,0.7491764174157416,0.6639213913858053,0.0364521855636652,0.7263067790639453,10.305973207737615,0.6529866038688076
130,7.567365754891538,0.1374254193841879,17.156518913138388,0.9236708695863088,6997.133978138892,0.9979528415277794,0.8302165142314712,0.9340550474382372,0.01309814089798,0.2545078969288904,10.477623500233449,0.7388117501167242
131,7.644589565119266,0.1803275361773699,16.599962652060462,0.7999917004578803,5963.016517389655,0.259297512421182,0.6085534283163769,0.1951780943879228,0.0008346940612482,0.0067614961868341,10.421498834777214,0.7107494173886066
132,8.35340587979403,0.5741143776633502,16.020015061971957,0.6711144582159906,6965.691501546247,0.975493929675891,0.8070537612773239,0.856845870924413,0.0244126092083257,0.4830830143096118,10.64595853998295,0.8229792699914745
133,7.363870423371918,0.0243724574288433,14.716097675576233,0.3813550390169403,5858.412996455799,0.1845807117541418,0.6365700435805894,0.288566811935298,0.0013385961397126,0.0169413361558113,9.206253136264875,0.1031265681324378
135,8.990196578705692,0.9278869881698296,16.11290690394876,0.6917570897663904,5855.66881750164,0.1826205839297424,0.8407141287431492,0.9690470958104976,0.0301301398539223,0.5985886839176233,10.530309620469454,0.7651548102347272
137,9.060210084584831,0.9667833803249078,15.58885399930224,0.5753008887338315,6284.806211209348,0.4891472937209624,0.6509144671171337,0.3363815570571123,0.0433169998761136,0.8649898964871439,9.582835560048332,0.2914177800241659
140,7.84423615865896,0.291242310366089,15.04401251298664,0.4542250028859202,6544.93197342836,0.6749514095916859,0.604591757782268,0.1819725259408934,0.0352477244205103,0.7019742307173816,10.734113853896222,0.8670569269481114
141,8.722026760325342,0.7789037557363017,16.65248199485046,0.8116626655223247,5699.580597579918,0.0711289982713694,0.5726057919894414,0.0753526399648043,0.0437258085764622,0.8732486581103485,10.694920724968442,0.8474603624842209
142,8.44083273335446,0.6226848518635889,13.10193964331654,0.0226532540703425,6766.774278168516,0.8334101986917968,0.6945634229965887,0.4818780766552956,0.0396532541624379,0.790974831564403,9.104017351664366,0.0520086758321828
143,8.239944768205923,0.5110804267810684,13.962563899858674,0.2139030888574831,6494.075035826445,0.6386250255903181,0.7951920197956971,0.8173067326523237,0.0479962193741458,0.9595195833160768,9.24539403819721,0.1226970190986053
144,8.447875316241587,0.6265973979119929,14.64334790491217,0.3651884233138157,5667.050090337404,0.0478929216695741,0.690790788005917,0.4693026266863901,0.0376084353834402,0.7496653612816205,10.006015552133707,0.5030077760668548
150,8.998421498535881,0.93245638807549,13.096226458852826,0.02138365752285,6107.588863647842,0.3625634740341731,0.7693416743416677,0.7311389144722256,0.0430435073074622,0.8594647940901472,9.900067324364338,0.4500336621821689
151,8.842759659974988,0.8459775888749932,15.295384878828886,0.5100855286286411,6994.492449480537,0.9960660353432408,0.5948371753240919,0.149457251080306,0.0051475215834977,0.0938893249191454,10.593337780100818,0.7966688900504092
152,7.745628339069082,0.2364601883717123,15.242325880420893,0.4982946400935312,6345.149963952215,0.5322499742515824,0.6739724908379772,0.4132416361265907,0.0420245867113251,0.8388805396227295,10.430768199189693,0.7153840995948456
153,7.598931108224532,0.1549617267914066,15.432439699906082,0.5405421555346848,6012.2953660715375,0.294496690051098,0.7473717675806479,0.6579058919354933,0.0301334512069462,0.5986555799383088,10.370237138317131,0.6851185691585668
154,7.888357127468208,0.31575395970456,13.6021034619187,0.1338007693152668,6977.163883858929,0.9836884884706636,0.7684344653003504,0.7281148843345014,0.0226317109113451,0.4471052709362648,10.33175036418262,0.6658751820913097
160,7.585441429838771,0.1474674610215396,13.88063109444303,0.1956957987651179,6964.266958193529,0.9744763987096636,0.6701709526118169,0.4005698420393896,0.0216841336990804,0.4279622969511204,10.791139501694053,0.895569750847026
161,8.879072189528056,0.8661512164044766,13.442381996990528,0.0983071104423395,6470.043174675317,0.6214594104823693,0.7839932140421915,0.7799773801406381,0.0440224190917201,0.8792407897317195,9.619930490188777,0.309965245094388
162,8.105239319565253,0.4362440664251411,14.94238992747924,0.4316422061064979,5889.894266372661,0.2070673331233297,0.7308237653000578,0.6027458843335258,0.0455343389338281,0.909784624925822,9.09007448318069,0.0450372415903445
163,8.232722977025665,0.5070683205698138,14.85382029996626,0.4119600666591686,6818.567611403158,0.8704054367165409,0.6946018463579948,0.4820061545266493,0.0490747305481939,0.9813076878423008,10.655939019934328,0.8279695099671641
164,7.9394929197020065,0.3441627331677817,13.744352851542498,0.1654117447872216,6801.8853158445145,0.8584895113175106,0.6195392447081963,0.2317974823606542,0.0124762246699759,0.2419439327267871,10.974580909685942,0.9872904548429708
168,8.350048390770912,0.5722491059838406,16.227547709121612,0.7172328242492473,5732.159412857841,0.0943995806127435,0.647973867607045,0.3265795586901501,0.0373175392462471,0.7437886716413559,9.305864761530286,0.1529323807651426
169,8.156597462096979,0.4647763678316554,15.352575903467187,0.5227946452149302,5925.690121002297,0.2326358007159263,0.6831166951426659,0.4437223171422196,0.0112147915496892,0.216460435347257,9.198206541131748,0.0991032705658743
170,8.192941207089936,0.4849673372721867,15.2607220091566,0.5023826687014669,6330.4361867223015,0.5217401333730728,0.5906024582828151,0.1353415276093834,0.0221162502941238,0.4366919251338146,10.399047345951894,0.6995236729759473
171,7.967867096918129,0.3599261649545161,15.178171769759858,0.4840381710577462,6173.822697904779,0.4098733556462702,0.5865854787253066,0.1219515957510222,0.0451531752300765,0.9020843480823548,10.220425589038502,0.6102127945192507
172,7.379681475811424,0.0331563754507908,17.19958557970176,0.9332412399337244,6352.059555902405,0.5371853970731462,0.7584363082537573,0.6947876941791912,0.0294700151166554,0.585252830639503,10.35482110126517,0.6774105506325847
173,8.291123445113099,0.5395130250628332,13.05146273119724,0.0114361624882753,6468.96207329664,0.6206871952118854,0.8217519487488365,0.9058398291627884,0.0073388395417136,0.1381583745800734,9.03951268713709,0.0197563435685451
174,8.004940409678897,0.3805224498216096,14.868668260166295,0.4152596133702876,5609.047322695429,0.0064623733538776,0.7659329536918187,0.7197765123060624,0.0385962655874167,0.7696215270185196,10.99089959742589,0.9954497987129454
176,9.037514780381748,0.9541748779898596,14.724328139872426,0.3831840310827613,5768.645474124427,0.1204610529460191,0.737757559844226,0.6258585328140867,0.0498269065489787,0.9965031626056317,10.24230293167186,0.6211514658359301
180,8.404477017028892,0.6024872316827182,13.730064007493551,0.162236446109678,6256.22602310566,0.4687328736468996,0.7015113950812344,0.5050379836041144,0.0077511319938311,0.146487515026892,9.334394232540284,0.1671971162701423
181,7.433723191646142,0.0631795509145232,15.15489753959826,0.4788661199107242,5760.522427035995,0.1146588764542821,0.6905382086818822,0.4684606956062739,0.0358536739320351,0.7142156349906091,9.044891829110693,0.0224459145553468
182,8.698002042904406,0.7655566905024482,14.433032256166868,0.3184516124815261,6844.214311970302,0.8887245085502159,0.7451134911898734,0.6503783039662445,0.0350258947592634,0.6974928234194636,9.585709789581264,0.2928548947906318
183,7.995266986067425,0.3751483255930138,15.374016162123596,0.5275591471385765,6646.884486375611,0.7477746331254365,0.641961618899635,0.30653872966545,0.0294818114297358,0.5854911399946637,9.147441553804423,0.0737207769022125
188,8.161296362744052,0.4673868681911396,17.210701591677587,0.9357114648172412,6061.428636551011,0.329591883250722,0.6826171148936963,0.442057049645654,0.0440806784785869,0.8804177470421597,9.353205206368234,0.176602603184117
190,7.446755693211801,0.0704198295621115,14.803915406316776,0.4008700902926169,6405.394977834082,0.5752821270243446,0.6869084914341546,0.4563616381138486,0.0431691032389882,0.8620020856361262,10.111414655751275,0.5557073278756375
191,8.964606156687747,0.9136700870487492,13.466940422416958,0.1037645383148795,5690.404593268513,0.0645747094775092,0.8036955701813844,0.8456519006046144,0.0347883748949554,0.6926944423223328,9.786900620286016,0.3934503101430084
192,8.207308017399223,0.492948898555124,14.388631122426544,0.3085846938725654,6023.970579962382,0.3028361285445582,0.8015098580685638,0.8383661935618794,0.0081964796524951,0.1554844374241445,10.256120551164187,0.6280602755820934
193,7.540278702868029,0.122377057148905,13.19202815921806,0.04267292427068,5911.709181113731,0.2226494150812364,0.8356218464299203,0.952072821433068,0.0215179436852039,0.424604922933413,9.440362903842155,0.2201814519210784
194,7.559074364651157,0.1328190914728648,15.341862403451838,0.5204138674337419,6466.8442669670485,0.6191744764050346,0.5628150969848685,0.0427169899495616,0.0242747683266434,0.4802983500332015,9.275582997078166,0.1377914985390828
200,9.061530366078395,0.9675168700435546,16.044243544656844,0.6764985654792982,5658.6905577897305,0.0419218269926646,0.8328892965166579,0.9429643217221928,0.0142491315390264,0.2777602331116447,10.945158430231498,0.9725792151157484
201,7.56168388285204,0.1342688238066889,15.257554911070311,0.5016788691267363,6364.621980452384,0.5461585574659885,0.6451958975510175,0.3173196585033915,0.0258286579377972,0.5116900593494391,10.489702976380952,0.7448514881904763
202,8.619448733181285,0.7219159628784916,14.176653546569128,0.2614785659042508,6134.518486567451,0.3817989189767503,0.7173989818672436,0.5579966062241453,0.0245373440932023,0.4856029109737853,10.004965356864815,0.5024826784324087
203,8.077987221901992,0.4211040121677734,14.04490371995747,0.2322008266572154,6464.204752804412,0.6172891091460087,0.7880587758503182,0.7935292528343942,0.0033815835770833,0.0582138096380479,10.279600810999607,0.6398004054998042
204,7.603151537225677,0.1573064095698203,14.463693047814491,0.3252651217365541,6453.259837040308,0.6094713121716485,0.5703896154352138,0.0679653847840457,0.0051806034162506,0.0945576447727395,10.06502218390963,0.5325110919548152
209,8.87516447048259,0.8639802613792167,13.082209151311911,0.0182687002915362,6997.156740792385,0.9979691005659892,0.745799168019769,0.6526638933992298,0.0215169924506397,0.4245857060735298,9.85151007851746,0.425755039258729
210,8.103263744592391,0.4351465247735504,17.389256544227532,0.975390343161674,6113.352955378424,0.3666806824131597,0.8345133717928125,0.9483779059760415,0.0082543388899303,0.1566533109076846,10.865750522774109,0.9328752613870545
211,8.129870691231494,0.4499281617952747,13.631842216405737,0.1404093814234968,6000.212589052803,0.2858661350377167,0.7153386892075662,0.5511289640252206,0.0487678558197551,0.9751081983788912,9.35911356247378,0.1795567812368901
212,8.142781937222257,0.4571010762345868,13.411690672803184,0.0914868161784854,6684.001713317615,0.7742869380840107,0.6356217960032228,0.285405986677409,0.0054718734038084,0.1004418869456249,10.705443232018991,0.852721616009497
213,8.575257035357696,0.6973650196431643,15.280071926065055,0.506682650236679,6969.047462355093,0.977891044539352,0.7934815611483541,0.8116052038278468,0.014712508867741,0.2871213912674951,9.162174474422942,0.0810872372114707
214,9.003089463429218,0.9350497019051216,15.000434407616252,0.4445409794702781,5655.994787754748,0.0399962769676772,0.6666083558283321,0.3886945194277736,0.0295904376530889,0.587685609153313,10.0817796253652,0.5408898126826004
215,8.028397055197765,0.3935539195543134,14.882219627318946,0.4182710282930991,6639.662697990772,0.7426162128505518,0.7086634532841996,0.5288781776139982,0.0420147994446968,0.8386828170645826,10.002821669954974,0.5014108349774871
217,8.427000705604573,0.6150003920025408,13.934053449349188,0.2075674331887083,5826.826835856306,0.1620191684687901,0.7594390858322911,0.6981302861076372,0.040099061461704,0.7999810396303851,10.339807447723118,0.6699037238615593
220,7.6093920924540015,0.1607733846966675,16.46479122994465,0.769953606654367,6407.115317472638,0.576510941051884,0.5865149971672693,0.1217166572242307,0.0472529442878794,0.944503925007665,10.980550221100987,0.9902751105504936
221,7.769395028257444,0.2496639045874689,14.39944024921761,0.310986722048358,6362.264283737391,0.5444744883838508,0.663515577057656,0.378385256858853,0.0492957646860736,0.985773023961083,10.275680245385091,0.6378401226925462
222,9.061600396147025,0.9675557756372356,13.187445437936423,0.04165454176365,6552.579512133548,0.6804139372382485,0.7403569734671774,0.6345232448905914,0.0357843933083883,0.7128160264320887,9.205877247762132,0.1029386238810655
223,8.028025860271118,0.3933477001506213,13.949851638538814,0.2110781418975141,6466.188024565745,0.6187057318326746,0.7924450954691142,0.8081503182303807,0.0031069608531027,0.052665875820258,10.5968870802111,0.7984435401055495
224,8.200954587654547,0.489419215363637,16.845044691726393,0.8544543759391982,5954.7529634754455,0.2533949739110327,0.7488415657476265,0.662805219158755,0.0118517535739941,0.2293283550301851,9.374189813205264,0.1870949066026318
